!SESSION 2021-09-30 20:44:14.623 -----------------------------------------------
eclipse.buildId=2019.1
java.version=1.8.0_112
java.vendor=Oracle Corporation
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_US

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.048
!MESSAGE XSCT command with result: [configparams force-mem-access 1], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.048
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.088
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.088
!MESSAGE XSCT Command: [ps7_init], Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.506
!MESSAGE XSCT command with result: [ps7_init], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.506
!MESSAGE XSCT Command: [ps7_post_config], Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.526
!MESSAGE XSCT command with result: [ps7_post_config], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.536
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.566
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:00.566
!MESSAGE XSCT Command: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-server/Debug/kyber-server.elf], Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:01.587
!MESSAGE XSCT command with result: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-server/Debug/kyber-server.elf], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:01.588
!MESSAGE XSCT Command: [configparams force-mem-access 0], Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:01.589
!MESSAGE XSCT command with result: [configparams force-mem-access 0], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:01.687
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:01.815
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:01.815
!MESSAGE XSCT Command: [con], Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:39:01.825
!MESSAGE XSCT command with result: [con], Result: [null, ]. Thread: Worker-38

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:33.210
!MESSAGE XSCT Command: [disconnect tcfchan#19], Thread: Thread-1084

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:33.214
!MESSAGE XSCT command with result: [disconnect tcfchan#19], Result: [null, ]. Thread: Thread-1084

!ENTRY com.xilinx.sdk.utils 1 0 2021-10-04 23:42:34.218
!MESSAGE Updating toolusage

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.218
!MESSAGE XSCT Command: [connect -url tcp:127.0.0.1:3121], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.228
!MESSAGE XSCT command with result: [connect -url tcp:127.0.0.1:3121], Result: [null, tcfchan#20]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.238
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.258
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* Digilent JTAG-HS3 210299A8DB3E]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.258
!MESSAGE XSCT Command: [version -server], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.258
!MESSAGE XSCT command with result: [version -server], Result: [null, 2019.1]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.268
!MESSAGE XSCT Command: [version], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.268
!MESSAGE XSCT command with result: [version], Result: [null, xsct 2019.1
SW Build 2552052 on Fri May 24 14:49:42 MDT 2019
Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.268
!MESSAGE XSCT Command: [jtag targets -set -filter {name =~ "Digilent JTAG-HS3 210299A8DB3E" && level == 0}], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.288
!MESSAGE XSCT command with result: [jtag targets -set -filter {name =~ "Digilent JTAG-HS3 210299A8DB3E" && level == 0}], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.288
!MESSAGE XSCT Command: [jtag frequency], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.298
!MESSAGE XSCT command with result: [jtag frequency], Result: [null, 15000000]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.298
!MESSAGE XSCT Command: [source C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/ps7_init.tcl], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.298
!MESSAGE XSCT command with result: [source C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/ps7_init.tcl], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.298
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.328
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.328
!MESSAGE XSCT Command: [rst -system], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.512
!MESSAGE XSCT command with result: [rst -system], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:34.512
!MESSAGE XSCT Command: [after 3000], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:37.538
!MESSAGE XSCT command with result: [after 3000], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:37.589
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:37.602
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* Digilent JTAG-HS3 210299A8DB3E]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:37.602
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==1}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:37.622
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==1}], Result: [null,      2  arm_dap (idcode 4ba00477 irlen 4)
     3  xc7z010 (idcode 13722093 irlen 6 fpga)]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:37.622
!MESSAGE XSCT Command: [targets -set -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==0} -index 1], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:37.652
!MESSAGE XSCT command with result: [targets -set -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==0} -index 1], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:37.652
!MESSAGE XSCT Command: [fpga -file C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/kyberBD_wrapper.bit], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:38.889
!MESSAGE XSCT command with result: [fpga -file C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/kyberBD_wrapper.bit], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:38.969
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:39.009
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:39.009
!MESSAGE XSCT Command: [loadhw -hw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf -mem-ranges [list {0x40000000 0xbfffffff}]], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:41.942
!MESSAGE XSCT command with result: [loadhw -hw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf -mem-ranges [list {0x40000000 0xbfffffff}]], Result: [null, kyberBD_wrapper_18]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:41.942
!MESSAGE XSCT Command: [configparams force-mem-access 1], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:41.952
!MESSAGE XSCT command with result: [configparams force-mem-access 1], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:41.952
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:41.982
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:41.982
!MESSAGE XSCT Command: [ps7_init], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:42.329
!MESSAGE XSCT command with result: [ps7_init], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:42.329
!MESSAGE XSCT Command: [ps7_post_config], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:42.339
!MESSAGE XSCT command with result: [ps7_post_config], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:42.339
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:42.369
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:42.369
!MESSAGE XSCT Command: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-server/Debug/kyber-server.elf], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:43.613
!MESSAGE XSCT command with result: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-server/Debug/kyber-server.elf], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:43.623
!MESSAGE XSCT Command: [configparams force-mem-access 0], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:43.623
!MESSAGE XSCT command with result: [configparams force-mem-access 0], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:43.733
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:43.880
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:43.880
!MESSAGE XSCT Command: [con], Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:42:43.890
!MESSAGE XSCT command with result: [con], Result: [null, ]. Thread: Worker-46

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:26.093
!MESSAGE XSCT Command: [disconnect tcfchan#20], Thread: Thread-1131

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:26.097
!MESSAGE XSCT command with result: [disconnect tcfchan#20], Result: [null, ]. Thread: Thread-1131

!ENTRY com.xilinx.sdk.utils 1 0 2021-10-04 23:44:27.105
!MESSAGE Updating toolusage

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.106
!MESSAGE XSCT Command: [connect -url tcp:127.0.0.1:3121], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.116
!MESSAGE XSCT command with result: [connect -url tcp:127.0.0.1:3121], Result: [null, tcfchan#21]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.117
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.135
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* Digilent JTAG-HS3 210299A8DB3E]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.136
!MESSAGE XSCT Command: [version -server], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.138
!MESSAGE XSCT command with result: [version -server], Result: [null, 2019.1]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.138
!MESSAGE XSCT Command: [version], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.139
!MESSAGE XSCT command with result: [version], Result: [null, xsct 2019.1
SW Build 2552052 on Fri May 24 14:49:42 MDT 2019
Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.140
!MESSAGE XSCT Command: [jtag targets -set -filter {name =~ "Digilent JTAG-HS3 210299A8DB3E" && level == 0}], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.163
!MESSAGE XSCT command with result: [jtag targets -set -filter {name =~ "Digilent JTAG-HS3 210299A8DB3E" && level == 0}], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.163
!MESSAGE XSCT Command: [jtag frequency], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.172
!MESSAGE XSCT command with result: [jtag frequency], Result: [null, 15000000]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.173
!MESSAGE XSCT Command: [source C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/ps7_init.tcl], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.176
!MESSAGE XSCT command with result: [source C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/ps7_init.tcl], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.177
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.212
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.213
!MESSAGE XSCT Command: [rst -system], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.443
!MESSAGE XSCT command with result: [rst -system], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:27.444
!MESSAGE XSCT Command: [after 3000], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:30.461
!MESSAGE XSCT command with result: [after 3000], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:30.510
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:30.524
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* Digilent JTAG-HS3 210299A8DB3E]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:30.525
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==1}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:30.551
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==1}], Result: [null,      2  arm_dap (idcode 4ba00477 irlen 4)
     3  xc7z010 (idcode 13722093 irlen 6 fpga)]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:30.552
!MESSAGE XSCT Command: [targets -set -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==0} -index 1], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:30.579
!MESSAGE XSCT command with result: [targets -set -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==0} -index 1], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:30.579
!MESSAGE XSCT Command: [fpga -file C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/kyberBD_wrapper.bit], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:31.805
!MESSAGE XSCT command with result: [fpga -file C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/kyberBD_wrapper.bit], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:31.875
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:31.907
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:31.907
!MESSAGE XSCT Command: [loadhw -hw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf -mem-ranges [list {0x40000000 0xbfffffff}]], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.322
!MESSAGE XSCT command with result: [loadhw -hw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf -mem-ranges [list {0x40000000 0xbfffffff}]], Result: [null, kyberBD_wrapper_19]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.323
!MESSAGE XSCT Command: [configparams force-mem-access 1], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.325
!MESSAGE XSCT command with result: [configparams force-mem-access 1], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.326
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.361
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.363
!MESSAGE XSCT Command: [ps7_init], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.870
!MESSAGE XSCT command with result: [ps7_init], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.871
!MESSAGE XSCT Command: [ps7_post_config], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.899
!MESSAGE XSCT command with result: [ps7_post_config], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.900
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.971
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:35.972
!MESSAGE XSCT Command: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-server/Debug/kyber-server.elf], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:36.974
!MESSAGE XSCT command with result: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-server/Debug/kyber-server.elf], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:36.974
!MESSAGE XSCT Command: [configparams force-mem-access 0], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:36.976
!MESSAGE XSCT command with result: [configparams force-mem-access 0], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:37.123
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:37.290
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:37.291
!MESSAGE XSCT Command: [con], Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:44:37.300
!MESSAGE XSCT command with result: [con], Result: [null, ]. Thread: Worker-45

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:40.604
!MESSAGE XSCT Command: [disconnect tcfchan#21], Thread: Thread-1178

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:40.638
!MESSAGE XSCT command with result: [disconnect tcfchan#21], Result: [null, ]. Thread: Thread-1178

!ENTRY com.xilinx.sdk.utils 1 0 2021-10-04 23:50:41.646
!MESSAGE Updating toolusage

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.648
!MESSAGE XSCT Command: [connect -url tcp:127.0.0.1:3121], Thread: Worker-51

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.663
!MESSAGE XSCT command with result: [connect -url tcp:127.0.0.1:3121], Result: [null, tcfchan#22]. Thread: Worker-51

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.665
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-51

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.712
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* Digilent JTAG-HS3 210299A8DB3E]. Thread: Worker-51

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.714
!MESSAGE XSCT Command: [version -server], Thread: Worker-51

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.719
!MESSAGE XSCT command with result: [version -server], Result: [null, 2019.1]. Thread: Worker-51

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.720
!MESSAGE XSCT Command: [version], Thread: Worker-51

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.724
!MESSAGE XSCT command with result: [version], Result: [null, xsct 2019.1
SW Build 2552052 on Fri May 24 14:49:42 MDT 2019
Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.]. Thread: Worker-51

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-04 23:50:41.726
